priority,kind,deck,id,fr,en,current,why,filename,prompt
1,LOW-RES,aliments,le-croissant.jpg,le croissant,,/devine/le-croissant.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-croissant.jpg,"le croissant — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-fromage.jpg,le fromage,,/devine/le-fromage.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-fromage.jpg,"le fromage — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-gateau-au-chocolat.jpg,le gâteau au chocolat,,/devine/le-gateau-au-chocolat.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-gateau-au-chocolat.jpg,"le gâteau au chocolat — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-jambon.jpg,le jambon,,/devine/le-jambon.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-jambon.jpg,"le jambon — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-kiwi.jpg,le kiwi,,/devine/le-kiwi.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-kiwi.jpg,"le kiwi — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-lait.jpg,le lait,,/devine/le-lait.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-lait.jpg,"le lait — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-miel.jpg,le miel,,/devine/le-miel.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-miel.jpg,"le miel — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-pain.jpg,le pain,,/devine/le-pain.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-pain.jpg,"le pain — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-pamplemousse.jpg,le pamplemousse,,/devine/le-pamplemousse.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-pamplemousse.jpg,"le pamplemousse — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-poisson.jpg,le poisson,,/devine/le-poisson.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-poisson.jpg,"le poisson — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-poivre.jpg,le poivre,,/devine/le-poivre.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-poivre.jpg,"le poivre — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-poivron.jpg,les poivrons,,/devine/le-poivron.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-poivron.jpg,"les poivrons — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-poulet.jpg,le poulet,,/devine/le-poulet.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-poulet.jpg,"le poulet — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-riz.jpg,le riz,,/devine/le-riz.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-riz.jpg,"le riz — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-saucisson.jpg,le saucisson,,/devine/le-saucisson.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-saucisson.jpg,"le saucisson — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-sel.jpg,le sel,,/devine/le-sel.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-sel.jpg,"le sel — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-sucre.jpg,le sucre,,/devine/le-sucre.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-sucre.jpg,"le sucre — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-vinaigre.jpg,le vinaigre,,/devine/le-vinaigre.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-vinaigre.jpg,"le vinaigre — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,le-yaourt.jpg,le yaourt,,/devine/le-yaourt.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,le-yaourt.jpg,"le yaourt — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,les-crepes.jpg,les crêpes,,/devine/les-crepes.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,les-crepes.jpg,"les crêpes — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,les-haricots-verts.jpg,les haricots verts,,/devine/les-haricots-verts.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,les-haricots-verts.jpg,"les haricots verts — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,les-macarons.jpg,les macarons,,/devine/les-macarons.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,les-macarons.jpg,"les macarons — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,les-pates.jpg,les pâtes,,/devine/les-pates.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,les-pates.jpg,"les pâtes — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,les-petits-pois.jpg,les petits pois,,/devine/les-petits-pois.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,les-petits-pois.jpg,"les petits pois — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,les-pommes-de-terre.jpg,les pommes de terre,,/devine/les-pommes-de-terre.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,les-pommes-de-terre.jpg,"les pommes de terre — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,les-sushis.jpg,les sushis,,/devine/les-sushis.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,les-sushis.jpg,"les sushis — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
1,LOW-RES,aliments,les-ufs.jpg,les œufs,,/devine/les-ufs.jpg,160x160 source shown at 132 CSS px — upscaled 1.6x-2.5x on any modern phone,les-ufs.jpg,"les œufs — the food itself, fresh, appetising, in a plain white bowl or on a plain plate where a container is needed. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
2,COLLISION,commerces,commerces-16,Ça fait combien ?,How much is it (all together)?,💶,💶 is used by another playable item in the same deck — either answer is defensible,commerces-16.png,"a customer at a till pointing at a price display, questioning gesture. hyperrealistic 3D render, single subject centred and isolated, plain warm off-white background (#FBFBF6), soft studio key light from upper-left with a gentle fill, subtle contact shadow beneath, photoreal materials and micro-detail, no text, no labels, no watermark, square 1:1, 1024x1024"
